priority_group,bucket,finding_id,target_name,claim_type,confidence,evidence_type,evidence_ref,docsdb_status,suggested_action,summary
high,canonical-but-missing-quote,616,Laurel Inc,direct_quote,confirmed,efta,EFTA01266134,absent,"Ingest missing EFTA document into docs DB, then rerun quote backfill.","Laurel Inc was a USVI corporation holding title to 358 El Brillo Way, Palm Beach, Florida. Epstein owned 10,000 shares. Estate inventory valued the property at 12,380,209 dollars. Per the 1953 Trust (EFTA01266134), designated as the Florida Property for Karyna Shuliak if she survived Epstein."
high,canonical-but-missing-quote,617,Maple Inc,direct_quote,confirmed,efta,EFTA01266134,absent,"Ingest missing EFTA document into docs DB, then rerun quote backfill.","Maple Inc was a USVI corporation holding title to 9 East 71st Street, New York, New York. Epstein owned 10,000 shares. Estate inventory valued the property at 55,931,000 dollars. Per the 1953 Trust (EFTA01266134), designated as the New York Property. This was the main NYC townhouse that later sold for 51M (2021) to Back To NYC 71 LLC and then 65.6M (2023) to Bolt 1 LP per ACRIS records."
high,canonical-but-missing-quote,618,Cypress Inc,direct_quote,confirmed,efta,EFTA01266134,absent,"Ingest missing EFTA document into docs DB, then rerun quote backfill.","Cypress Inc was a USVI corporation holding title to 49 Zorro Ranch Road, Stanley, New Mexico. Epstein owned 10,000 shares. Estate inventory valued the property at 17,246,208 dollars. Per the 1953 Trust (EFTA01266134), designated as the New Mexico Property for a specific beneficiary if she survived Epstein."
high,canonical-but-missing-quote,620,Paris-SCIJEP,direct_quote,confirmed,efta,EFTA01283758,absent,"Ingest missing EFTA document into docs DB, then rerun quote backfill.","SCI JEP confirmed as a French company (Societe Civile Immobiliere) holding title to multiple Paris apartment units. Estate inventory values: 999 shares of SCI JEP holding units 47 with mezzanine, 48 and 81 on 2nd floor, units 63 and 74 on 5th floor, and units 5 and 22 (cellars) in the basement, valued at 8,672,823 dollars. This confirms Paris-SCIJEP is Epstein Paris property vehicle (Avenue Foch apartment). Combined with the quarterly SCIJEP condominium payments via Credit du Nord bank, this establishes full documentation of the Paris property structure."
high,canonical-but-missing-quote,625,Southern Trust Company Inc,direct_quote,confirmed,efta,EFTA01284127,absent,"Ingest missing EFTA document into docs DB, then rerun quote backfill.","Southern Trust Company Inc was the subject of a Charles Schwab Financial Crimes AML investigation (case opened 07/08/2019, EFTA01265973). STC established a relationship with Schwab in April 2019 alongside Southern Financial LLC and Southern Country International Ltd, all under Richard Kahn with Epstein as beneficial owner and internal control person. The Schwab accounts were opened just 3 months before Epstein July 2019 arrest. Deutsche Bank KYC described STC as a private consulting company that invests client assets and generates revenue from returns and management fees. STC was the entity that wired 2.5M to Valar Global Fund III (Thiel) and made regular disbursements to Seaford Avenue Capital LLC."
high,canonical-but-missing-quote,625,Southern Trust Company Inc,direct_quote,confirmed,efta,EFTA01387768,absent,"Ingest missing EFTA document into docs DB, then rerun quote backfill.","Southern Trust Company Inc was the subject of a Charles Schwab Financial Crimes AML investigation (case opened 07/08/2019, EFTA01265973). STC established a relationship with Schwab in April 2019 alongside Southern Financial LLC and Southern Country International Ltd, all under Richard Kahn with Epstein as beneficial owner and internal control person. The Schwab accounts were opened just 3 months before Epstein July 2019 arrest. Deutsche Bank KYC described STC as a private consulting company that invests client assets and generates revenue from returns and management fees. STC was the entity that wired 2.5M to Valar Global Fund III (Thiel) and made regular disbursements to Seaford Avenue Capital LLC."
high,canonical-but-missing-quote,628,Southern Financial LLC,direct_quote,confirmed,efta,EFTA01383032,absent,"Ingest missing EFTA document into docs DB, then rerun quote backfill.","Southern Financial LLC was pitched for investment in Glendower Capital Secondary Opportunities Fund IV LP, a $1.75 billion secondaries fund. The full Confidential Private Placement Memorandum (PPM) was prepared specifically for 'GLOUS238 SOUTHERN FINANCIAL LLC' (the GLOUS238 appears to be a Deutsche Bank client code). This documents Southern Financial as an active institutional-scale investor being marketed to by major PE fund-of-funds, consistent with DB's description of accounts holding 'marketable securities and cash' and 'invest long term.' Documents span EFTA01383008 through EFTA01383032+."
high,canonical-but-missing-quote,632,Liquid Funding Ltd,direct_quote,high,efta,EFTA01308282,absent,"Ingest missing EFTA document into docs DB, then rerun quote backfill.","Liquid Funding Ltd appears in Epstein portfolio document (EFTA01308282) with 1,500,000 in holdings. Marc Rowan (Apollo Global co-founder) sent an email introducing Perry Shwachman to Epstein with subject line Re-Introduction after Liquid Funding (EFTA02454291), suggesting Epstein and Shwachman previously worked together through the Liquid Funding entity. Liquid Funding was a BVI-registered entity per ICIJ offshore leaks data. The Rowan email confirms an Apollo-Epstein financial relationship through this specific vehicle. Estate inventory total hedge fund and private equity holdings were 194,986,301."
high,canonical-but-missing-quote,636,Southern Trust Company,direct_quote,confirmed,efta,EFTA01383662,absent,"Ingest missing EFTA document into docs DB, then rerun quote backfill.","Southern Trust Company Inc held $56,542,688.38 in a Deutsche Bank Elite Money Market Deposit account as of June 2016 (statement period June 1-30, 2016). Address: 6100 Red Hook Quarter B3, St Thomas 00802 USVI. Relationship manager: Paul Morris. This is the parent entity of Southern Financial LLC. The DB daily deposit report (EFTA01383662, Apr 2018) lists Southern Financial LLC alongside other Epstein entities: JEGE LLC, Darren K Indyke PLLC, HBRK Associates, NES LLC, LSJE LLC, Gratitude America Ltd, Neptune LLC, Plan D LLC, Zorro Management LLC - confirming Southern Financial as part of the core Epstein entity constellation at Deutsche Bank."
high,canonical-but-missing-quote,638,The Butterfly Trust,direct_quote,confirmed,efta,EFTA01872387,absent,"Ingest missing EFTA document into docs DB, then rerun quote backfill.","The Butterfly Trust per DB account opening questionnaire: grantor was Jeffrey Epstein, beneficiary was the grantor and the 2013 Butterfly Trust, trustees were Lesley Groff and Daphne Wallace. 309 DugganUSA references. The NYDFS investigation found 2.65M passed through the Butterfly Trust to co-conspirators. Darren Indyke was named as a beneficiary of the Butterfly Trust in December 2006. The trust was part of the core trust suite alongside Zorro Trust, Haze Trust, Financial Ballistics Trust, and the 1953 Trust requiring annual tax compliance per the Kahn Open Items memo."
high,canonical-but-missing-quote,653,IGO Company LLC,direct_quote,confirmed,efta,EFTA01268751,absent,"Ingest missing EFTA document into docs DB, then rerun quote backfill.","IGO Company LLC (also referred to as IGO L.L.C) was an Epstein USVI entity at American Yacht Harbor, 6100 Red Hook Quarter Ste B3, St Thomas VI 00802. FirstBank PR commercial checking account (7171030625) with dormant balance of .96 as of Feb 2012. Signatories: Jeffrey Epstein and Darren Indyke. Listed as 'IGO LLC Watercraft' in FirstBank account opening documentation, indicating it was a marine/watercraft holding entity. Deutsche Bank KYC review also covered this entity."
high,canonical-but-missing-quote,655,Freedom Air Petroleum LLC,direct_quote,confirmed,efta,EFTA01269637,absent,"Ingest missing EFTA document into docs DB, then rerun quote backfill.","Freedom Air Petroleum LLC was a USVI entity at 6100 Red Hook Qtr B3, St Thomas VI 00802. FirstBank PR commercial checking account (7322001753) opened with ,000 deposit (Feb 2012 statement). Entity name indicates aviation fuel procurement function for Epstein's aircraft operations. FirstBank document checklist (EFTA01269637) confirms account opening paperwork. Subject of Deutsche Bank PWM due diligence research per AML compliance (EFTA01298107). 728 DugganUSA references."
high,canonical-but-missing-quote,655,Freedom Air Petroleum LLC,direct_quote,confirmed,efta,EFTA01298107,absent,"Ingest missing EFTA document into docs DB, then rerun quote backfill.","Freedom Air Petroleum LLC was a USVI entity at 6100 Red Hook Qtr B3, St Thomas VI 00802. FirstBank PR commercial checking account (7322001753) opened with ,000 deposit (Feb 2012 statement). Entity name indicates aviation fuel procurement function for Epstein's aircraft operations. FirstBank document checklist (EFTA01269637) confirms account opening paperwork. Subject of Deutsche Bank PWM due diligence research per AML compliance (EFTA01298107). 728 DugganUSA references."
high,canonical-but-missing-quote,656,LSJ Employees LLC,direct_quote,confirmed,efta,EFTA01298107,absent,"Ingest missing EFTA document into docs DB, then rerun quote backfill.","LSJ Employees LLC was a USVI payroll entity at 6100 Red Hook Quarter B3, St Thomas VI 00802. FirstBank PR commercial checking account with significant cash flows: ,317.33 beginning balance, ,000 credit, ,391.82 in debits for Feb 2012. Subject of Deutsche Bank PWM AML due diligence (EFTA01298107) which found no adverse results in Google, OFAC, or other databases. LSJ = Little St. James (Epstein private island). Entity appears to have handled employee payroll for island operations. 1,000+ DugganUSA references."
high,canonical-but-missing-quote,656,LSJ Employees LLC,direct_quote,confirmed,efta,EFTA01298157,absent,"Ingest missing EFTA document into docs DB, then rerun quote backfill.","LSJ Employees LLC was a USVI payroll entity at 6100 Red Hook Quarter B3, St Thomas VI 00802. FirstBank PR commercial checking account with significant cash flows: ,317.33 beginning balance, ,000 credit, ,391.82 in debits for Feb 2012. Subject of Deutsche Bank PWM AML due diligence (EFTA01298107) which found no adverse results in Google, OFAC, or other databases. LSJ = Little St. James (Epstein private island). Entity appears to have handled employee payroll for island operations. 1,000+ DugganUSA references."
high,canonical-but-missing-quote,659,Michelle's Transportation LLC,direct_quote,confirmed,efta,EFTA01270749,absent,"Ingest missing EFTA document into docs DB, then rerun quote backfill.","Michelle's Transportation Company LLC (also Michelle's Transportation Co LLC) was a USVI entity at Little Saint James Island, St Thomas VI 00802 and 6100 Red Hook Qtrs Ste B3. FirstBank PR commercial checking account (719/415759) with ,630+ balance (Feb 2012). Received Fedwire credits (EFTA01273118, Jun 2016). Signatories included Jeffrey Epstein. Named after one of the island staff. Used for marine/land transportation logistics serving the island properties. 535 DugganUSA references."
high,canonical-but-missing-quote,659,Michelle's Transportation LLC,direct_quote,confirmed,efta,EFTA01273118,absent,"Ingest missing EFTA document into docs DB, then rerun quote backfill.","Michelle's Transportation Company LLC (also Michelle's Transportation Co LLC) was a USVI entity at Little Saint James Island, St Thomas VI 00802 and 6100 Red Hook Qtrs Ste B3. FirstBank PR commercial checking account (719/415759) with ,630+ balance (Feb 2012). Received Fedwire credits (EFTA01273118, Jun 2016). Signatories included Jeffrey Epstein. Named after one of the island staff. Used for marine/land transportation logistics serving the island properties. 535 DugganUSA references."
high,canonical-but-missing-quote,660,Zorro Management LLC,direct_quote,confirmed,efta,EFTA01294582,absent,"Ingest missing EFTA document into docs DB, then rerun quote backfill.","Zorro Management LLC was a USVI entity at 6100 Red Hook Quarter B3, St Thomas USVI 00802. Maintained Deutsche Bank Trust Company Americas account (New York, check series 1241+). Issued checks from Deutsche Bank account for operational expenses. Subject of Deutsche Bank PWM AML due diligence research which found no adverse results in standard databases. 1,000+ DugganUSA references. Managed operational aspects of Zorro Ranch, the New Mexico property held by Cypress Inc."
